forecast_wbgt_max_C,WBGT_Hazard_Score
17.946946390211362,0.0056258790436005
17.955183036395198,0.0056258790436005
18.19779936379125,0.0098452883263009
18.28707139470838,0.010126582278481
18.36018208342703,0.010126582278481
18.361192133725176,0.010126582278481
18.380712712749883,0.0115330520393811
18.44352563396244,0.0143459915611814
18.455539543220112,0.0171589310829817
18.53901829795725,0.0171589310829817
18.58500865270013,0.0171589310829817
18.58535458714861,0.0171589310829817
18.615122042698623,0.0199718706047819
18.6426105425731,0.0199718706047819
18.691400891242523,0.0213783403656821
18.703967069147986,0.0213783403656821
18.754113531193635,0.0241912798874824
18.770844933412853,0.0255977496483825
18.78655988956342,0.0255977496483825
18.831335491654087,0.0255977496483825
18.847846227245856,0.0255977496483825
18.8651855159583,0.0267229254571026
18.871131845795173,0.0267229254571026
18.904274537309156,0.0267229254571026
18.90500215416628,0.0267229254571026
18.976894649396865,0.0323488045007032
18.978846944979043,0.0323488045007032
18.98787257017956,0.0323488045007032
18.99738043774437,0.0323488045007032
19.0193779006734,0.0323488045007032
19.02157533777591,0.0323488045007032
19.02790588777536,0.0323488045007032
19.0397824256855,0.0323488045007032
19.048169503646218,0.0323488045007032
19.0585312126984,0.0323488045007032
19.090881648190933,0.0351617440225035
19.095480996928515,0.0351617440225035
19.10610065534451,0.0351617440225035
19.124344966175755,0.0351617440225035
19.13852973381552,0.0351617440225035
19.15907567969161,0.0351617440225035
19.16540108294385,0.0351617440225035
19.182741825154864,0.0351617440225035
19.19931209352582,0.0351617440225035
19.205333288545237,0.0365682137834036
19.21222142703241,0.0365682137834036
19.216765981737385,0.0365682137834036
19.236546239722337,0.0379746835443038
19.237255460808584,0.0379746835443038
19.242570069287734,0.0379746835443038
19.244576315553964,0.0393811533052039
19.255859908638183,0.0393811533052039
19.27126229997401,0.040787623066104
19.29101624113881,0.0436005625879043
19.293635207611885,0.0436005625879043
19.298496238559405,0.0436005625879043
19.303189929814025,0.0436005625879043
19.304469122537935,0.0436005625879043
19.3087479042698,0.0436005625879043
19.314313486007144,0.0436005625879043
19.319330780364474,0.0436005625879043
19.31976412402844,0.0436005625879043
19.323969257614536,0.0436005625879043
19.32405985475981,0.0436005625879043
19.32580256087821,0.0436005625879043
19.33585849966077,0.0464135021097046
19.33695081588835,0.0464135021097046
19.33823613218784,0.0464135021097046
19.34759884711665,0.0478199718706047
19.35065417255984,0.0478199718706047
19.353022616275062,0.0478199718706047
19.35361495934496,0.0478199718706047
19.35478325638857,0.0478199718706047
19.362912790533223,0.0478199718706047
19.368072344966546,0.0478199718706047
19.370609781183877,0.0478199718706047
19.385985914232112,0.0478199718706047
19.40269715840099,0.0478199718706047
19.408724741495543,0.0478199718706047
19.411271428250856,0.0478199718706047
19.42160959844109,0.0492264416315049
19.42186517304473,0.0492264416315049
19.424631880912514,0.0492264416315049
19.43397347406307,0.0492264416315049
19.442841216474086,0.0492264416315049
19.44555049238701,0.0492264416315049
19.45085627835197,0.050632911392405
19.451251595635675,0.050632911392405
19.451557841889976,0.050632911392405
19.454519337572226,0.050632911392405
19.46503230916839,0.050632911392405
19.466173814524492,0.050632911392405
